8867367b6dfffff,506.0
8867367b6bfffff,60.0
8867367b69fffff,983.0
8867367b67fffff,181.0
8867367b65fffff,176.0
8867367b63fffff,255.0
8867367b61fffff,199.0
8867367b5dfffff,290.0
8867367b5bfffff,294.0
8867367b59fffff,150.0
8867367b57fffff,96.0
8867367b55fffff,391.0
8867367b53fffff,173.0
8867367b51fffff,145.0
8867367b4dfffff,5.0
8867367b4bfffff,675.0
8867367b49fffff,912.0
8867367b47fffff,463.0
8867367b45fffff,100.0
8867367b43fffff,1307.0
8867367b41fffff,613.0
8867367b3dfffff,166.0
8867367b3bfffff,15.0
8867367b39fffff,29.0
8867367b33fffff,62.0
8867367b31fffff,6.0
8867367b2dfffff,92.0
8867367b2bfffff,524.0
8867367b29fffff,177.0
8867367b27fffff,231.0
8867367b25fffff,190.0
8867367b23fffff,274.0
8867367b21fffff,158.0
8867367b1dfffff,1.0
8867367b1bfffff,29.0
8867367b19fffff,77.0
8867367b17fffff,53.0
8867367b15fffff,1.0
8867367b13fffff,86.0
8867367b0dfffff,67.0
8867367b0bfffff,43.0
8867367b09fffff,685.0
8867367b07fffff,169.0
8867367b05fffff,227.0
8867367b03fffff,145.0
8867367b01fffff,38.0
8867367aedfffff,10.0
8867367aebfffff,10.0
8867367ae7fffff,202.0
8867367ae5fffff,198.0
8867367ae3fffff,309.0
8867367ae1fffff,115.0
8867367addfffff,295.0
8867367adbfffff,14.0
8867367ad9fffff,29.0
8867367ad7fffff,9.0
8867367ad5fffff,410.0
8867367ad3fffff,10.0
8867367ad1fffff,1.0
8867367acdfffff,4.0
8867367acbfffff,58.0
8867367ac9fffff,48.0
8867367ac7fffff,53.0
8867367ac3fffff,280.0
8867367ac1fffff,43.0
8867367abdfffff,97.0
8867367abbfffff,1.0
8867367ab9fffff,241.0
8867367ab7fffff,62.0
8867367ab5fffff,73.0
8867367ab3fffff,1.0
8867367ab1fffff,1.0
8867367aadfffff,72.0
8867367aabfffff,34.0
8867367aa9fffff,92.0
8867367aa7fffff,120.0
8867367aa5fffff,444.0
8867367aa3fffff,24.0
8867367aa1fffff,19.0
8867367a9dfffff,58.0
8867367a9bfffff,82.0
8867367a99fffff,1.0
8867367a97fffff,53.0
8867367a95fffff,116.0
8867367a93fffff,34.0
8867367a91fffff,58.0
8867367a8dfffff,38.0
8867367a8bfffff,58.0
8867367a89fffff,58.0
8867367a87fffff,72.0
8867367a85fffff,68.0
8867367a83fffff,183.0
8867367a81fffff,130.0
8867367a6dfffff,5.0
8867367a6bfffff,352.0
8867367a69fffff,150.0
8867367a67fffff,19.0
8867367a65fffff,102.0
8867367a63fffff,48.0
8867367a61fffff,9.0
8867367a5dfffff,1.0
8867367a5bfffff,24.0
8867367a59fffff,96.0
8867367a57fffff,29.0
8867367a55fffff,44.0
8867367a53fffff,9.0
8867367a51fffff,15.0
8867367a4dfffff,579.0
8867367a4bfffff,622.0
8867367a49fffff,598.0
8867367a47fffff,449.0
8867367a45fffff,29.0
8867367a43fffff,33.0
8867367a41fffff,1.0
8867367a3dfffff,295.0
8867367a3bfffff,72.0
8867367a39fffff,53.0
8867367a37fffff,53.0
8867367a35fffff,58.0
8867367a33fffff,77.0
8867367a31fffff,116.0
8867367a2dfffff,24.0
8867367a2bfffff,29.0
8867367a29fffff,1.0
8867367a27fffff,15.0
8867367a25fffff,34.0
8867367a23fffff,1.0
8867367a21fffff,4.0
8867367a1dfffff,1.0
8867367a1bfffff,14.0
8867367a17fffff,2.0
8867367a15fffff,34.0
8867367a13fffff,1.0
8867367a11fffff,62.0
8867367a0dfffff,661.0
8867367a0bfffff,29.0
8867367a09fffff,255.0
8867367a07fffff,401.0
8867367a05fffff,24.0
8867367a03fffff,5.0
8867367a01fffff,91.0
88673679e9fffff,1.0
88673679e7fffff,1.0
88673679e3fffff,1.0
88673679e1fffff,1.0
88673679ddfffff,285.0
88673679dbfffff,96.0
88673679d9fffff,68.0
88673679d7fffff,140.0
88673679d5fffff,140.0
88673679d3fffff,207.0
88673679d1fffff,92.0
88673679cdfffff,51.0
88673679cbfffff,101.0
88673679c9fffff,20.0
88673679c3fffff,96.0
88673679c1fffff,1.0
88673679bdfffff,1.0
88673679adfffff,1.0
88673679abfffff,4.0
88673679a9fffff,1.0
88673679a1fffff,1.0
886736799dfffff,55.0
886736799bfffff,203.0
8867367999fffff,34.0
8867367997fffff,69.0
8867367993fffff,24.0
8867367991fffff,79.0
886736798dfffff,1.0
886736798bfffff,1.0
8867367985fffff,4.0
8867367983fffff,41.0
8867367981fffff,1.0
886736796dfffff,3.0
886736796bfffff,14.0
8867367969fffff,56.0
8867367967fffff,1.0
8867367965fffff,2.0
8867367963fffff,5.0
8867367961fffff,32.0
886736795dfffff,79.0
886736795bfffff,10.0
8867367959fffff,18.0
8867367957fffff,28.0
8867367955fffff,56.0
8867367953fffff,4.0
8867367951fffff,65.0
886736794dfffff,181.0
8867367949fffff,116.0
8867367947fffff,5.0
8867367945fffff,195.0
8867367943fffff,27.0
886736793dfffff,320.0
886736793bfffff,5.0
8867367939fffff,1.0
8867367937fffff,1.0
8867367935fffff,101.0
8867367931fffff,19.0
886736792dfffff,454.0
886736792bfffff,56.0
8867367929fffff,5.0
8867367927fffff,227.0
8867367925fffff,60.0
8867367923fffff,515.0
8867367921fffff,227.0
886736791dfffff,9.0
886736791bfffff,24.0
8867367919fffff,1.0
8867367917fffff,13.0
8867367915fffff,1.0
8867367913fffff,9.0
886736790dfffff,1.0
886736790bfffff,1.0
8867367907fffff,9.0
8867367905fffff,41.0
8867367903fffff,2.0
8867367901fffff,32.0
88673678edfffff,34.0
88673678ebfffff,256.0
88673678e9fffff,38.0
88673678e7fffff,77.0
88673678e5fffff,164.0
88673678e3fffff,140.0
88673678e1fffff,10.0
88673678ddfffff,5.0
88673678d9fffff,2.0
88673678d7fffff,14.0
88673678d5fffff,48.0
88673678d3fffff,53.0
88673678d1fffff,3.0
88673678cdfffff,49.0
88673678cbfffff,57.0
88673678c9fffff,92.0
88673678c7fffff,82.0
88673678c5fffff,183.0
88673678c3fffff,24.0
88673678c1fffff,54.0
88673678bdfffff,28.0
88673678bbfffff,102.0
88673678b9fffff,34.0
88673678b7fffff,106.0
88673678b5fffff,62.0
88673678b1fffff,92.0
88673678adfffff,333.0
88673678abfffff,14.0
88673678a9fffff,58.0
88673678a7fffff,48.0
88673678a5fffff,309.0
88673678a3fffff,5.0
88673678a1fffff,63.0
886736789dfffff,12.0
886736789bfffff,115.0
8867367899fffff,34.0
8867367897fffff,5.0
8867367895fffff,1.0
8867367893fffff,72.0
8867367891fffff,1.0
886736788dfffff,29.0
886736788bfffff,1.0
8867367889fffff,1.0
8867367887fffff,163.0
8867367885fffff,34.0
8867367883fffff,2.0
8867367881fffff,77.0
886736786dfffff,337.0
886736786bfffff,29.0
8867367869fffff,160.0
8867367867fffff,29.0
8867367863fffff,9.0
8867367861fffff,68.0
886736785bfffff,33.0
8867367859fffff,49.0
8867367857fffff,19.0
8867367855fffff,5.0
8867367853fffff,188.0
8867367851fffff,10.0
886736784dfffff,120.0
8867367849fffff,5.0
8867367847fffff,19.0
8867367845fffff,116.0
8867367843fffff,2.0
8867367841fffff,34.0
886736783dfffff,1.0
886736783bfffff,328.0
8867367839fffff,776.0
8867367837fffff,256.0
8867367835fffff,82.0
8867367833fffff,227.0
8867367831fffff,91.0
886736782dfffff,1.0
8867367827fffff,33.0
8867367825fffff,10.0
8867367823fffff,5.0
886736781dfffff,96.0
886736781bfffff,53.0
8867367819fffff,34.0
8867367817fffff,261.0
8867367815fffff,14.0
8867367813fffff,24.0
8867367811fffff,145.0
886736780dfffff,87.0
886736780bfffff,24.0
8867367809fffff,106.0
8867367807fffff,265.0
8867367805fffff,126.0
8867367803fffff,390.0
8867367801fffff,386.0
88673675edfffff,19.0
88673675ebfffff,179.0
88673675e9fffff,14.0
88673675e7fffff,130.0
88673675e5fffff,92.0
88673675e3fffff,125.0
88673675e1fffff,20.0
88673675ddfffff,77.0
88673675dbfffff,10.0
88673675d9fffff,274.0
88673675d7fffff,2.0
88673675d5fffff,29.0
88673675d3fffff,2.0
88673675d1fffff,5.0
88673675c7fffff,816.0
88673675c5fffff,22.0
88673675c3fffff,734.0
88673675bdfffff,120.0
88673675bbfffff,2.0
88673675b9fffff,125.0
88673675b7fffff,48.0
88673675b5fffff,2.0
88673675b3fffff,48.0
88673675b1fffff,39.0
88673675abfffff,1.0
88673675a9fffff,28.0
88673675a3fffff,1.0
886736759bfffff,58.0
8867367599fffff,1.0
8867367595fffff,1.0
8867367593fffff,245.0
886736758bfffff,48.0
8867367589fffff,15.0
8867367585fffff,72.0
8867367583fffff,10.0
8867367581fffff,38.0
886736756dfffff,1.0
886736756bfffff,208.0
8867367567fffff,9.0
8867367565fffff,155.0
8867367563fffff,63.0
8867367561fffff,77.0
8867367545fffff,49.0
886736753dfffff,9.0
886736753bfffff,20.0
8867367539fffff,1.0
8867367535fffff,168.0
8867367533fffff,72.0
886736752dfffff,58.0
886736752bfffff,10.0
8867367527fffff,169.0
8867367525fffff,14.0
8867367523fffff,179.0
8867367521fffff,48.0
886736750dfffff,154.0
8867367507fffff,5.0
8867367505fffff,4.0
8867367503fffff,1.0
8867367501fffff,1.0
88673674e7fffff,62.0
88673674e5fffff,121.0
88673674e3fffff,14.0
88673674e1fffff,3.0
88673674d7fffff,711.0
88673674d5fffff,276.0
88673674d3fffff,518.0
88673674bbfffff,19.0
88673674b3fffff,48.0
88673674adfffff,29.0
88673674abfffff,120.0
88673674a9fffff,20.0
88673674a7fffff,1.0
88673674a5fffff,1.0
88673674a3fffff,96.0
88673674a1fffff,111.0
886736749dfffff,30.0
886736749bfffff,48.0
8867367499fffff,253.0
8867367497fffff,1.0
8867367495fffff,2.0
8867367493fffff,12.0
886736748dfffff,145.0
886736748bfffff,626.0
8867367489fffff,381.0
8867367487fffff,4.0
8867367485fffff,58.0
8867367483fffff,18.0
8867367481fffff,116.0
886736733dfffff,222.0
886736733bfffff,463.0
8867367337fffff,164.0
8867367335fffff,5.0
8867367333fffff,212.0
8867367331fffff,5.0
8867367327fffff,91.0
8867367323fffff,304.0
88673671edfffff,357.0
88673671ebfffff,401.0
88673671e9fffff,91.0
88673671e7fffff,155.0
88673671e5fffff,33.0
88673671e3fffff,406.0
88673671e1fffff,631.0
88673671ddfffff,4.0
88673671dbfffff,1.0
88673671d9fffff,1.0
88673671d7fffff,6.0
88673671d5fffff,68.0
88673671d3fffff,5.0
88673671d1fffff,2.0
88673671cdfffff,709.0
88673671cbfffff,3.0
88673671c9fffff,1037.0
88673671c7fffff,130.0
88673671c5fffff,328.0
88673671c3fffff,1.0
88673671c1fffff,232.0
88673671bbfffff,48.0
88673671b9fffff,53.0
88673671b7fffff,101.0
88673671b5fffff,39.0
88673671b3fffff,9.0
88673671b1fffff,44.0
88673671adfffff,92.0
88673671abfffff,28.0
88673671a9fffff,193.0
88673671a7fffff,189.0
88673671a5fffff,4.0
88673671a3fffff,58.0
88673671a1fffff,24.0
886736719dfffff,24.0
886736719bfffff,10.0
8867367199fffff,15.0
8867367197fffff,308.0
8867367195fffff,217.0
8867367193fffff,58.0
8867367191fffff,58.0
886736718dfffff,642.0
886736718bfffff,4.0
8867367189fffff,145.0
8867367185fffff,352.0
8867367183fffff,15.0
8867367181fffff,14.0
886736716dfffff,391.0
886736716bfffff,280.0
8867367169fffff,545.0
8867367167fffff,704.0
8867367165fffff,145.0
8867367163fffff,337.0
8867367161fffff,270.0
886736715dfffff,227.0
886736715bfffff,468.0
8867367159fffff,188.0
8867367157fffff,5.0
8867367155fffff,53.0
8867367153fffff,87.0
8867367151fffff,289.0
886736714dfffff,265.0
886736714bfffff,304.0
8867367149fffff,5.0
8867367147fffff,39.0
8867367145fffff,656.0
8867367143fffff,289.0
8867367141fffff,275.0
886736713dfffff,29.0
886736713bfffff,1.0
8867367139fffff,1.0
8867367137fffff,299.0
8867367135fffff,68.0
8867367133fffff,328.0
8867367131fffff,38.0
886736712dfffff,536.0
886736712bfffff,719.0
8867367129fffff,627.0
8867367127fffff,57.0
8867367123fffff,29.0
886736711dfffff,150.0
886736711bfffff,14.0
8867367119fffff,20.0
8867367117fffff,24.0
8867367115fffff,318.0
8867367113fffff,246.0
8867367111fffff,444.0
886736710dfffff,14.0
886736710bfffff,63.0
8867367109fffff,1.0
8867367107fffff,86.0
8867367105fffff,232.0
8867367103fffff,198.0
8867367101fffff,53.0
88673670e7fffff,1.0
88673670e5fffff,4.0
88673670e3fffff,1.0
88673670bdfffff,73.0
88673670bbfffff,33.0
88673670b7fffff,92.0
88673670b5fffff,130.0
88673670b3fffff,97.0
88673670adfffff,9.0
88673670abfffff,44.0
88673670a9fffff,82.0
88673670a7fffff,511.0
88673670a5fffff,164.0
88673670a3fffff,507.0
88673670a1fffff,221.0
8867367097fffff,1.0
8867367095fffff,1.0
8867367093fffff,4.0
8867367091fffff,1.0
8867367085fffff,1.0
886736706dfffff,785.0
8867367067fffff,109.0
8867367065fffff,203.0
8867367037fffff,1.0
8867367035fffff,38.0
8867367033fffff,5.0
886736702dfffff,304.0
8867367027fffff,1076.0
8867367025fffff,299.0
8867367023fffff,810.0
8867367021fffff,481.0
8867366f6dfffff,283.0
8867366f6bfffff,86.0
8867366f69fffff,87.0
8867366f67fffff,55.0
8867366f65fffff,243.0
8867366f63fffff,283.0
8867366f61fffff,173.0
8867366f5dfffff,9.0
8867366f5bfffff,8.0
8867366f59fffff,1.0
8867366f57fffff,39.0
8867366f55fffff,8.0
8867366f53fffff,110.0
8867366f51fffff,16.0
8867366f4dfffff,94.0
8867366f4bfffff,189.0
8867366f49fffff,1.0
8867366f47fffff,7.0
8867366f45fffff,150.0
8867366f43fffff,78.0
8867366f41fffff,48.0
8867366f3bfffff,23.0
8867366f39fffff,55.0
8867366f37fffff,87.0
8867366f31fffff,94.0
8867366f2dfffff,409.0
8867366f2bfffff,1.0
8867366f29fffff,196.0
8867366f27fffff,2.0
8867366f25fffff,181.0
8867366f21fffff,2.0
8867366f1dfffff,188.0
8867366f1bfffff,48.0
8867366f19fffff,86.0
8867366f17fffff,330.0
8867366f15fffff,157.0
8867366f13fffff,165.0
8867366f11fffff,16.0
8867366f0dfffff,102.0
8867366f0bfffff,16.0
8867366f09fffff,1.0
8867366f05fffff,125.0
8867366f03fffff,95.0
8867366f01fffff,7.0
8867366eedfffff,174.0
8867366eebfffff,776.0
8867366ee9fffff,745.0
8867366ee7fffff,469.0
8867366ee5fffff,95.0
8867366ee3fffff,317.0
8867366ee1fffff,377.0
8867366eddfffff,143.0
8867366ed9fffff,41.0
8867366ed7fffff,439.0
8867366ed5fffff,92.0
8867366ed3fffff,10.0
8867366ecdfffff,623.0
8867366ecbfffff,61.0
8867366ec9fffff,10.0
8867366ec7fffff,429.0
8867366ec5fffff,888.0
8867366ec3fffff,1.0
8867366ec1fffff,398.0
8867366ebdfffff,103.0
8867366ebbfffff,112.0
8867366eb9fffff,347.0
8867366eb7fffff,633.0
8867366eb5fffff,306.0
8867366eb3fffff,357.0
8867366eb1fffff,194.0
8867366eadfffff,357.0
8867366eabfffff,215.0
8867366ea9fffff,398.0
8867366ea7fffff,124.0
8867366ea5fffff,28.0
8867366ea3fffff,408.0
8867366ea1fffff,256.0
8867366e9dfffff,888.0
8867366e9bfffff,1.0
8867366e99fffff,387.0
8867366e97fffff,31.0
8867366e95fffff,500.0
8867366e93fffff,745.0
8867366e91fffff,755.0
8867366e8dfffff,776.0
8867366e8bfffff,316.0
8867366e89fffff,205.0
8867366e87fffff,275.0
8867366e85fffff,868.0
8867366e83fffff,898.0
8867366e81fffff,561.0
8867366e6dfffff,29.0
8867366e6bfffff,87.0
8867366e69fffff,116.0
8867366e67fffff,29.0
8867366e65fffff,58.0
8867366e63fffff,72.0
8867366e61fffff,2.0
