882a4c8ea7fffff,1037.0
882a4c8ddbfffff,89.0
882a4c8dd9fffff,143.0
882a4c8dd7fffff,248.0
882a4c8dd3fffff,219.0
882a4c8dd1fffff,4.0
882a4c8d99fffff,675.0
882a4c8d97fffff,1849.0
882a4c8d91fffff,1173.0
882a4c8ccdfffff,250.0
882a4c8cc1fffff,179.0
882a4c8cbdfffff,162.0
882a4c8cb5fffff,154.0
882a4c8ca5fffff,139.0
882a4c8ca3fffff,184.0
882a4c8c3bfffff,81.0
882a4c8c39fffff,488.0
882a4c8c37fffff,368.0
882a4c8c33fffff,187.0
882a4c8c31fffff,147.0
882a4c8c1dfffff,352.0
882a4c8c1bfffff,102.0
882a4c8c19fffff,562.0
882a4c8c17fffff,322.0
882a4c8c15fffff,12.0
882a4c8c13fffff,403.0
882a4c8c11fffff,6.0
882a4c8c03fffff,635.0
882a4c166dfffff,201.0
882a4c1663fffff,287.0
882a4c164bfffff,315.0
882a4c1649fffff,28.0
882a4c1647fffff,351.0
882a4c1643fffff,434.0
882a4c1641fffff,149.0
882a4c163dfffff,1162.0
882a4c1635fffff,276.0
882a4c162bfffff,1955.0
882a4c1629fffff,261.0
882a4c1627fffff,53.0
882a4c1623fffff,566.0
882a4c1621fffff,521.0
882a4c160dfffff,937.0
882a4c1609fffff,939.0
882a4c1607fffff,551.0
882a4c1605fffff,383.0
882a4c1601fffff,214.0
882a4c15e5fffff,228.0
882a4c15ddfffff,1651.0
882a4c15d5fffff,750.0
882a4c15cbfffff,690.0
882a4c15c7fffff,26.0
882a4c15c3fffff,1647.0
882a4c15c1fffff,85.0
882a4c15adfffff,280.0
882a4c15abfffff,138.0
882a4c15a5fffff,394.0
882a4c15a1fffff,517.0
882a4c1589fffff,528.0
882a4c1585fffff,259.0
882a4c1581fffff,1592.0
882a4c1559fffff,689.0
882a4c152dfffff,76.0
882a4c152bfffff,592.0
882a4c1525fffff,217.0
882a4c1523fffff,1759.0
882a4c1521fffff,1367.0
882a4c1519fffff,7.0
882a4c146dfffff,890.0
882a4c146bfffff,483.0
882a4c1469fffff,1114.0
882a4c1467fffff,450.0
882a4c1465fffff,1066.0
882a4c1463fffff,699.0
882a4c1461fffff,1063.0
882a4c145dfffff,196.0
882a4c1455fffff,215.0
882a4c144dfffff,1398.0
882a4c144bfffff,447.0
882a4c1449fffff,447.0
882a4c1447fffff,410.0
882a4c1445fffff,1729.0
882a4c1443fffff,634.0
882a4c1441fffff,1820.0
882a4c143dfffff,485.0
882a4c1439fffff,1830.0
882a4c1437fffff,1369.0
882a4c1435fffff,1236.0
882a4c1431fffff,973.0
882a4c1425fffff,6.0
882a4c1421fffff,9.0
882a4c140bfffff,914.0
882a4c1409fffff,537.0
882a4c1407fffff,828.0
882a4c1403fffff,1017.0
882a4c1401fffff,447.0
882a4c02ddfffff,140.0
882a4c02dbfffff,157.0
882a4c02d5fffff,285.0
882a4c02d3fffff,183.0
882a4c02d1fffff,661.0
882a4c02cbfffff,150.0
882a4c02c9fffff,214.0
882a4c02c3fffff,34.0
