881ef669e7fffff,1.0
881ef669e5fffff,24.0
881ef669e3fffff,87.0
881ef669b7fffff,2.0
881ef669a5fffff,19.0
881ef66987fffff,15.0
881ef66985fffff,5.0
881ef6696dfffff,310.0
881ef66967fffff,349.0
881ef66963fffff,1.0
881ef6693dfffff,1.0
881ef6693bfffff,8.0
881ef66937fffff,19.0
881ef6692dfffff,433.0
881ef66929fffff,26.0
881ef66927fffff,9.0
881ef66925fffff,15.0
881ef66923fffff,3.0
881ef66921fffff,14.0
881ef66907fffff,8.0
881ef65b57fffff,12.0
881ef65b4dfffff,3.0
881ef65b49fffff,3.0
881ef65b47fffff,3.0
881ef65b1dfffff,1.0
881ef65b1bfffff,9.0
881ef65b19fffff,1.0
881ef65b0bfffff,9.0
881ef65b09fffff,3.0
881ef65a6bfffff,25.0
881ef65a69fffff,5.0
881ef65a67fffff,11.0
881ef65a61fffff,27.0
881ef65a5dfffff,5.0
881ef65a51fffff,5.0
881ef65a4dfffff,1.0
881ef65a4bfffff,4.0
881ef65a49fffff,2.0
881ef65a47fffff,15.0
881ef65a45fffff,63.0
881ef65a43fffff,5.0
881ef65a41fffff,15.0
881ef65a39fffff,7.0
881ef65a2dfffff,49.0
881ef65a2bfffff,1.0
881ef65a29fffff,1.0
881ef65a27fffff,1.0
881ef65a25fffff,9.0
881ef65a23fffff,4.0
881ef65a0dfffff,1.0
881ef65a0bfffff,2.0
881ef65a09fffff,2.0
881ef65a05fffff,1.0
881ef65a03fffff,13.0
881ef65a01fffff,13.0
881ef659ebfffff,20.0
881ef659e9fffff,34.0
881ef659ddfffff,1.0
881ef659dbfffff,1.0
881ef659d9fffff,29.0
881ef659d1fffff,2.0
881ef659cbfffff,1.0
881ef659c5fffff,1.0
881ef659bdfffff,4.0
881ef659bbfffff,27.0
881ef659b9fffff,44.0
881ef659b7fffff,105.0
881ef659b5fffff,4.0
881ef659b3fffff,14.0
881ef659b1fffff,36.0
881ef659abfffff,35.0
881ef659a9fffff,1.0
881ef659a5fffff,7.0
881ef659a3fffff,1.0
881ef65995fffff,64.0
881ef6598dfffff,1.0
881ef65983fffff,79.0
881ef65981fffff,11.0
881ef6596dfffff,2.0
881ef65967fffff,17.0
881ef65939fffff,4.0
881ef65937fffff,48.0
881ef65935fffff,3.0
881ef65933fffff,3.0
881ef65931fffff,3.0
881ef6592dfffff,1.0
881ef65929fffff,14.0
881ef65923fffff,26.0
881ef65921fffff,1.0
881ef65905fffff,9.0
881ef658edfffff,1.0
881ef658ebfffff,29.0
